年月日,時分,採水位置,水温 (℃),ｐＨ,ＤＯ (mg/l),導電率 (ms/m),濁度 (度),ＣＯＤ (mg/l)
2020/04/22,14:00,流心,16.9,7.2,9.7,22.5,8.8,4.6
2020/04/22,15:00,流心,16.6,7.2,9.8,22.2,8.4,4.8
2020/04/22,16:00,流心,16.8,7.2,9.7,22.7,9.0,5.0
2020/04/22,17:00,流心,16.7,7.2,9.5,22.9,8.6,4.9
2020/04/22,18:00,流心,16.4,7.2,9.6,23.2,8.6,4.6
2020/04/22,19:00,流心,16.2,7.2,9.3,23.2,8.2,4.6
2020/04/22,20:00,流心,15.7,7.2,9.3,23.0,8.6,4.6
2020/04/22,21:00,流心,15.4,7.2,9.3,23.0,8.2,4.8
2020/04/22,22:00,流心,15.3,7.2,9.4,23.7,8.4,4.6
2020/04/22,23:00,流心,15.0,7.1,9.3,23.9,8.0,4.5
2020/04/22,24:00,流心,15.0,7.1,9.3,23.7,8.2,4.8
2020/04/23,01:00,流心,14.4,7.1,9.3,23.5,8.0,4.6
2020/04/23,02:00,流心,14.7,7.1,9.3,24.1,8.0,4.6
2020/04/23,03:00,流心,14.0,7.1,9.2,24.3,7.6,4.6
2020/04/23,04:00,流心,13.8,7.1,9.4,23.9,7.8,4.9
2020/04/23,05:00,流心,13.6,7.1,9.3,24.2,7.6,4.8
2020/04/23,06:00,流心,13.4,7.0,9.4,24.6,7.8,4.8
2020/04/23,07:00,流心,13.8,7.1,9.3,24.6,7.2,4.9
2020/04/23,08:00,流心,13.6,7.0,9.8,25.0,7.6,4.8
2020/04/23,09:00,流心,14.2,7.0,9.7,25.0,7.2,4.8
2020/04/23,10:00,流心,14.4,7.0,10.0,25.1,8.0,4.8
2020/04/23,11:00,流心,14.7,7.0,9.9,25.0,8.2,4.9
2020/04/23,12:00,流心,15.6,7.1,10.0,24.8,8.4,5.3
2020/04/23,13:00,流心,16.1,7.1,9.9,24.8,8.0,4.9
2020/04/23,14:00,流心,16.6,7.1,9.9,25.0,8.2,4.8
2020/04/23,15:00,流心,17.2,7.1,9.8,25.4,8.4,5.0
2020/04/23,16:00,流心,17.1,7.1,9.7,24.4,8.8,4.9
2020/04/23,17:00,流心,17.2,7.1,9.5,24.7,8.4,4.8
2020/04/23,18:00,流心,16.8,7.1,9.3,25.1,8.4,4.8
2020/04/23,19:00,流心,16.4,7.1,9.1,25.2,8.0,4.9
2020/04/23,20:00,流心,16.4,7.1,9.1,25.0,8.4,4.9
2020/04/23,21:00,流心,15.5,7.1,9.2,24.6,8.0,4.7
2020/04/23,22:00,流心,15.4,7.1,9.2,24.6,8.0,5.0
2020/04/23,23:00,流心,15.2,7.1,9.2,25.0,7.8,4.9
2020/04/23,24:00,流心,15.0,7.1,9.3,25.2,7.8,5.1
2020/04/24,01:00,流心,14.8,7.1,9.0,25.2,7.2,5.0
2020/04/24,02:00,流心,14.4,7.1,9.3,25.3,7.6,4.8
2020/04/24,03:00,流心,14.0,7.1,9.2,25.3,7.0,5.0
2020/04/24,04:00,流心,14.0,7.1,9.4,25.4,7.4,4.8
2020/04/24,05:00,流心,13.4,7.1,9.2,26.2,7.0,4.9
2020/04/24,06:00,流心,13.8,7.1,9.3,25.9,7.2,5.2
2020/04/24,07:00,流心,13.2,7.1,9.4,25.6,6.6,5.0
2020/04/24,08:00,流心,13.4,7.0,9.8,25.8,7.2,4.9
2020/04/24,09:00,流心,13.8,7.0,9.8,25.9,7.2,4.9
2020/04/24,10:00,流心,14.4,7.0,10.1,26.0,7.6,5.1
2020/04/24,11:00,流心,15.3,7.1,9.9,25.6,7.8,5.0
2020/04/24,12:00,流心,15.2,7.0,10.1,25.5,8.0,5.0
2020/04/24,13:00,流心,15.1,7.1,10.1,25.2,7.6,5.0
2020/04/24,14:00,流心,15.5,7.1,10.1,25.0,8.0,5.1
2020/04/24,15:00,流心,15.9,7.1,9.9,25.1,7.8,4.8
2020/04/24,16:00,流心,16.1,7.1,9.9,25.3,8.6,4.7
2020/04/24,17:00,流心,15.9,7.1,9.6,25.4,8.2,5.0
2020/04/24,18:00,流心,15.8,7.1,9.5,25.9,8.0,4.8
2020/04/24,19:00,流心,16.0,7.1,9.1,25.5,7.6,4.9
2020/04/24,20:00,流心,15.7,7.1,9.3,25.9,7.8,5.0
2020/04/24,21:00,流心,15.4,7.1,9.0,25.9,7.6,4.8
2020/04/24,22:00,流心,15.4,7.1,9.3,25.9,7.8,4.8
2020/04/24,23:00,流心,14.8,7.1,9.2,26.6,7.2,4.9
2020/04/24,24:00,流心,14.6,7.1,9.4,26.6,8.0,5.0
2020/04/25,01:00,流心,14.2,7.1,9.2,26.6,7.8,4.9
2020/04/25,02:00,流心,14.2,7.1,9.3,27.0,8.0,5.0
2020/04/25,03:00,流心,14.2,7.1,9.1,26.4,8.0,5.2
2020/04/25,04:00,流心,13.7,7.0,9.2,26.5,8.2,5.1
2020/04/25,05:00,流心,13.4,7.0,9.1,26.6,8.0,5.4
2020/04/25,06:00,流心,13.4,7.0,9.4,27.4,8.0,5.1
2020/04/25,07:00,流心,13.2,7.0,9.4,27.1,7.6,5.4
2020/04/25,08:00,流心,13.6,7.0,9.9,26.1,7.6,5.2
2020/04/25,09:00,流心,13.4,7.0,10.0,25.7,7.2,4.8
2020/04/25,10:00,流心,14.4,7.0,10.2,25.3,7.6,4.9
2020/04/25,11:00,流心,14.8,7.0,10.2,25.1,7.6,4.7
2020/04/25,12:00,流心,15.7,7.0,10.3,24.6,8.2,4.7
2020/04/25,13:00,流心,16.3,7.1,10.3,24.1,8.0,4.6
2020/04/25,14:00,流心,16.7,7.1,10.2,24.0,8.2,4.6
2020/04/25,15:00,流心,17.2,7.1,10.0,24.1,7.8,4.6
2020/04/25,16:00,流心,17.6,7.1,10.1,24.2,8.0,4.6
2020/04/25,17:00,流心,17.8,7.1,9.9,24.7,8.0,4.5
2020/04/25,18:00,流心,17.8,7.2,9.6,25.7,8.2,4.8
2020/04/25,19:00,流心,17.4,7.1,9.2,25.6,7.8,5.2
2020/04/25,20:00,流心,17.4,7.1,9.0,25.2,8.0,4.9
2020/04/25,21:00,流心,17.0,7.1,8.7,24.8,7.6,5.1
2020/04/25,22:00,流心,17.0,7.1,8.9,25.1,7.8,4.8
2020/04/25,23:00,流心,17.0,7.1,8.7,25.3,7.2,4.8
2020/04/25,24:00,流心,16.6,7.1,8.8,25.8,7.2,5.0
2020/04/26,01:00,流心,16.4,7.1,8.6,25.6,6.8,5.0
2020/04/26,02:00,流心,16.4,7.1,8.6,25.8,7.2,4.6
2020/04/26,03:00,流心,15.9,7.1,8.6,26.5,6.4,4.8
2020/04/26,04:00,流心,16.2,7.1,8.7,27.4,6.6,4.9
2020/04/26,05:00,流心,15.5,7.1,8.5,27.5,6.6,5.0
2020/04/26,06:00,流心,15.5,7.0,8.8,27.1,7.0,5.3
2020/04/26,07:00,流心,15.2,7.0,8.7,27.0,6.6,4.9
2020/04/26,08:00,流心,15.5,7.0,9.2,27.0,7.0,5.2
2020/04/26,09:00,流心,16.0,7.1,9.1,26.6,7.0,5.1
2020/04/26,10:00,流心,16.5,7.1,9.6,27.1,7.4,4.9
2020/04/26,11:00,流心,17.0,7.1,9.5,27.3,7.2,5.2
2020/04/26,12:00,流心,17.6,7.1,9.6,27.3,7.8,5.2
2020/04/26,13:00,流心,18.0,7.1,9.6,27.6,7.6,5.2
2020/04/26,14:00,流心,18.0,7.1,9.7,28.4,7.8,5.2
2020/04/26,15:00,流心,17.8,7.1,9.6,27.9,7.6,5.3
2020/04/26,16:00,流心,18.2,7.1,9.7,27.6,8.0,5.3
2020/04/26,17:00,流心,18.4,7.1,9.4,27.1,7.6,5.5
2020/04/26,18:00,流心,18.2,7.2,9.3,27.4,7.8,5.2
2020/04/26,19:00,流心,18.0,7.1,8.9,27.5,7.4,5.4
2020/04/26,20:00,流心,18.0,7.1,8.8,27.8,7.2,5.2
2020/04/26,21:00,流心,17.6,7.1,8.5,27.6,7.0,5.5
2020/04/26,22:00,流心,17.8,7.1,8.4,27.9,7.6,5.1
2020/04/26,23:00,流心,17.2,7.1,8.3,29.0,6.6,5.3
2020/04/26,24:00,流心,17.2,7.1,8.5,28.5,7.2,5.4
2020/04/27,01:00,流心,17.1,7.0,8.3,28.2,6.4,5.2
2020/04/27,02:00,流心,16.8,7.0,8.5,28.0,6.6,5.3
2020/04/27,03:00,流心,16.9,7.0,8.1,27.7,6.6,5.3
2020/04/27,04:00,流心,16.6,7.0,8.3,27.9,6.6,5.3
2020/04/27,05:00,流心,16.4,7.0,8.0,28.0,6.4,5.2
2020/04/27,06:00,流心,16.3,7.0,8.3,28.6,6.8,5.2
2020/04/27,07:00,流心,16.0,7.0,8.2,29.1,6.6,5.6
2020/04/27,08:00,流心,16.5,7.0,8.6,29.8,7.4,5.6
2020/04/27,09:00,流心,16.6,7.0,8.8,29.5,7.0,5.6
2020/04/27,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/27,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/27,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/27,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/27,14:00,流心,19.2,7.1,9.5,29.1,7.2,5.4
2020/04/27,15:00,流心,19.6,7.1,9.6,29.0,7.6,5.6
2020/04/27,16:00,流心,19.8,7.1,9.6,29.0,7.2,5.4
2020/04/27,17:00,流心,19.6,7.2,9.5,29.0,7.8,5.5
2020/04/27,18:00,流心,19.2,7.2,9.2,29.6,7.2,5.4
2020/04/27,19:00,流心,18.8,7.2,9.0,29.8,7.6,5.7
2020/04/27,20:00,流心,18.6,7.2,8.4,29.1,6.6,6.0
2020/04/27,21:00,流心,18.2,7.2,8.5,29.0,7.0,5.6
2020/04/27,22:00,流心,18.2,7.2,8.0,28.5,6.2,5.6
2020/04/27,23:00,流心,17.6,7.1,8.3,28.6,6.4,5.2
2020/04/27,24:00,流心,17.6,7.1,8.0,28.3,6.0,5.6
2020/04/28,01:00,流心,17.2,7.1,8.3,28.7,6.4,5.3
2020/04/28,02:00,流心,17.1,7.1,8.1,28.7,5.4,5.4
2020/04/28,03:00,流心,17.0,7.1,8.2,29.4,5.8,5.5
2020/04/28,04:00,流心,16.7,7.0,7.9,30.4,5.6,5.4
2020/04/28,05:00,流心,16.9,7.0,8.1,30.7,5.8,5.6
2020/04/28,06:00,流心,16.4,7.0,7.8,31.1,5.6,5.8
2020/04/28,07:00,流心,16.8,7.0,8.2,30.6,6.0,5.8
2020/04/28,08:00,流心,16.5,7.0,8.3,31.4,5.6,5.7
2020/04/28,09:00,流心,17.4,7.0,8.8,31.7,6.4,6.1
2020/04/28,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/28,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/28,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/28,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/28,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/28,15:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/28,16:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/04/28,17:00,流心,19.4,7.2,9.7,31.4,7.6,5.6
2020/04/28,18:00,流心,19.0,7.2,9.4,31.2,7.2,5.9
2020/04/28,19:00,流心,18.7,7.2,9.3,31.2,7.4,5.6
2020/04/28,20:00,流心,18.2,7.2,8.8,30.9,6.6,5.7
2020/04/28,21:00,流心,18.2,7.2,8.8,30.6,6.6,6.0
2020/04/28,22:00,流心,17.6,7.2,8.5,30.4,5.8,5.6
2020/04/28,23:00,流心,17.6,7.2,8.5,30.6,6.0,5.7
2020/04/28,24:00,流心,17.0,7.2,8.3,31.0,5.8,5.6
2020/04/29,01:00,流心,17.2,7.1,8.5,30.5,6.0,5.7
2020/04/29,02:00,流心,16.5,7.1,8.4,30.7,5.6,5.4
2020/04/29,03:00,流心,16.7,7.1,8.4,30.6,5.8,5.4
2020/04/29,04:00,流心,16.0,7.0,8.3,31.0,5.2,5.3
2020/04/29,05:00,流心,16.0,7.0,8.5,31.5,5.2,5.3
2020/04/29,06:00,流心,15.6,7.0,8.2,32.6,5.0,5.3
2020/04/29,07:00,流心,16.0,7.0,8.5,33.4,5.4,5.7
2020/04/29,08:00,流心,16.2,7.1,8.6,34.8,5.0,5.8
2020/04/29,09:00,流心,16.8,7.1,9.2,34.4,5.8,6.0
2020/04/29,10:00,流心,17.4,7.1,9.2,33.7,5.8,5.9
2020/04/29,11:00,流心,18.2,7.1,9.6,33.6,6.8,5.8
2020/04/29,12:00,流心,19.0,7.1,9.5,33.2,6.4,5.7
2020/04/29,13:00,流心,19.4,7.1,9.7,33.4,7.0,5.4
2020/04/29,14:00,流心,19.8,7.1,9.7,32.7,6.6,5.6
2020/04/29,15:00,流心,20.2,7.2,9.8,32.6,7.6,5.6
2020/04/29,16:00,流心,20.2,7.2,9.7,32.2,7.2,5.3
2020/04/29,17:00,流心,20.4,7.2,9.8,32.1,8.2,5.2
2020/04/29,18:00,流心,20.2,7.3,9.7,32.0,8.0,5.6
2020/04/29,19:00,流心,20.0,7.3,9.3,32.2,7.8,5.6
2020/04/29,20:00,流心,19.6,7.2,8.8,32.7,7.6,5.4
2020/04/29,21:00,流心,19.6,7.2,8.5,33.4,7.8,5.8
2020/04/29,22:00,流心,19.2,7.2,8.2,33.4,6.6,5.8
2020/04/29,23:00,流心,19.2,7.2,8.3,33.0,6.6,5.8
2020/04/29,24:00,流心,18.8,7.1,7.9,32.8,6.2,6.0
2020/04/30,01:00,流心,18.6,7.1,7.9,32.7,6.4,5.8
2020/04/30,02:00,流心,18.6,7.1,7.7,32.4,5.8,5.8
2020/04/30,03:00,流心,18.2,7.0,7.7,32.7,6.0,5.4
2020/04/30,04:00,流心,18.2,7.0,7.6,32.3,5.2,5.6
2020/04/30,05:00,流心,17.8,7.0,7.8,32.8,5.6,5.8
2020/04/30,06:00,流心,17.6,7.0,7.5,33.0,5.2,5.8
2020/04/30,07:00,流心,17.6,7.0,7.9,34.0,5.4,5.6
2020/04/30,08:00,流心,17.8,7.0,8.0,34.7,5.6,6.2
2020/04/30,09:00,流心,18.4,7.0,8.7,34.3,6.2,6.0
2020/04/30,10:00,流心,19.0,7.0,8.9,34.4,6.4,6.2
2020/04/30,11:00,流心,20.0,7.0,9.1,34.7,7.6,6.1
2020/04/30,12:00,流心,20.4,7.0,9.1,35.2,7.6,6.3
2020/04/30,13:00,流心,21.0,7.1,9.3,35.3,7.8,6.2
2020/04/30,14:00,流心,21.3,7.1,9.3,35.3,7.0,6.1
2020/04/30,15:00,流心,21.6,7.1,9.5,35.3,7.6,6.2
2020/04/30,16:00,流心,21.6,7.2,9.4,35.3,7.6,6.3
2020/04/30,17:00,流心,21.6,7.2,9.5,35.5,8.0,6.4
2020/04/30,18:00,流心,21.4,7.3,9.4,36.0,7.8,6.3
2020/04/30,19:00,流心,21.3,7.3,9.2,36.4,7.8,6.4
2020/04/30,20:00,流心,20.9,7.2,8.4,36.2,7.6,6.5
2020/04/30,21:00,流心,20.9,7.2,8.2,36.2,7.2,6.3
2020/04/30,22:00,流心,20.6,7.2,7.8,36.1,6.4,6.6
2020/04/30,23:00,流心,20.5,7.2,7.9,35.8,6.4,6.2
2020/04/30,24:00,流心,20.2,7.1,7.5,35.6,6.0,6.2
2020/05/01,01:00,流心,20.0,7.1,7.8,35.6,6.0,6.4
2020/05/01,02:00,流心,19.8,7.1,7.4,35.9,5.6,6.0
2020/05/01,03:00,流心,19.8,7.1,7.5,36.3,5.4,5.8
2020/05/01,04:00,流心,19.6,7.1,7.1,37.5,5.2,6.0
2020/05/01,05:00,流心,19.4,7.1,7.4,37.6,5.2,6.3
2020/05/01,06:00,流心,19.2,7.0,7.1,37.2,5.0,6.0
2020/05/01,07:00,流心,19.2,7.0,7.6,36.9,5.2,6.3
2020/05/01,08:00,流心,19.4,7.1,7.9,36.1,5.2,6.1
2020/05/01,09:00,流心,19.8,7.1,8.6,36.3,6.0,5.8
2020/05/01,10:00,流心,20.6,7.1,8.8,36.0,5.8,5.9
2020/05/01,11:00,流心,21.4,7.1,9.3,36.6,6.6,6.2
2020/05/01,12:00,流心,21.8,7.1,9.0,37.0,7.0,6.2
2020/05/01,13:00,流心,22.4,7.1,9.1,38.9,7.8,6.4
2020/05/01,14:00,流心,22.6,7.2,9.1,38.3,7.6,6.7
2020/05/01,15:00,流心,22.8,7.2,9.3,37.9,8.0,6.8
2020/05/01,16:00,流心,22.8,7.3,9.2,37.0,8.0,6.8
2020/05/01,17:00,流心,23.1,7.3,9.3,37.2,8.2,6.7
2020/05/01,18:00,流心,22.8,7.4,9.1,36.8,7.6,6.6
2020/05/01,19:00,流心,22.6,7.4,9.0,37.0,8.0,6.6
2020/05/01,20:00,流心,22.3,7.4,8.6,35.8,7.2,7.0
2020/05/01,21:00,流心,22.0,7.3,8.3,36.7,6.6,7.0
2020/05/01,22:00,流心,21.8,7.3,7.9,37.0,6.0,6.7
2020/05/01,23:00,流心,21.6,7.2,7.7,38.3,6.2,6.4
2020/05/01,24:00,流心,21.6,7.2,7.2,37.0,5.8,6.9
2020/05/02,01:00,流心,21.4,7.2,7.2,37.0,5.6,6.6
2020/05/02,02:00,流心,21.2,7.1,6.6,36.6,5.4,6.6
2020/05/02,03:00,流心,21.0,7.1,6.8,36.9,5.2,6.6
2020/05/02,04:00,流心,20.8,7.0,6.4,36.4,5.0,6.8
2020/05/02,05:00,流心,20.6,7.0,6.8,36.6,5.2,6.7
2020/05/02,06:00,流心,20.4,7.0,6.6,36.6,5.2,6.6
2020/05/02,07:00,流心,20.4,7.0,7.0,37.9,5.6,6.4
2020/05/02,08:00,流心,20.4,7.0,7.3,38.7,5.6,7.0
2020/05/02,09:00,流心,21.2,7.1,8.2,39.6,6.4,7.0
2020/05/02,10:00,流心,21.8,7.1,8.5,38.3,6.4,7.4
2020/05/02,11:00,流心,22.6,7.1,9.0,38.3,7.6,7.1
2020/05/02,12:00,流心,23.3,7.1,8.8,38.2,7.8,7.2
2020/05/02,13:00,流心,24.0,7.2,9.0,38.3,8.0,7.5
2020/05/02,14:00,流心,24.3,7.2,8.9,38.6,8.0,7.2
2020/05/02,15:00,流心,24.7,7.2,9.0,38.8,8.4,7.5
2020/05/02,16:00,流心,24.6,7.3,9.0,38.9,8.0,7.4
2020/05/02,17:00,流心,24.6,7.4,9.0,38.3,8.4,7.8
2020/05/02,18:00,流心,24.2,7.4,8.8,38.7,8.2,7.4
2020/05/02,19:00,流心,24.0,7.4,8.6,38.3,8.0,7.5
2020/05/02,20:00,流心,23.6,7.3,7.9,39.3,7.8,7.7
2020/05/02,21:00,流心,23.6,7.3,7.6,38.7,7.6,7.8
2020/05/02,22:00,流心,23.3,7.2,7.1,38.7,6.4,7.6
2020/05/02,23:00,流心,23.2,7.2,7.0,38.1,6.2,7.6
2020/05/02,24:00,流心,22.8,7.2,6.3,38.1,5.8,7.0
2020/05/03,01:00,流心,22.8,7.1,6.5,38.0,5.6,7.2
2020/05/03,02:00,流心,22.4,7.1,6.0,37.6,5.2,7.2
2020/05/03,03:00,流心,22.2,7.1,6.3,37.5,5.6,7.1
2020/05/03,04:00,流心,21.9,7.0,5.9,37.4,5.4,7.0
2020/05/03,05:00,流心,21.7,7.0,6.1,38.7,5.6,6.9
2020/05/03,06:00,流心,21.4,7.0,5.8,38.7,5.6,6.9
2020/05/03,07:00,流心,21.4,7.0,6.4,38.9,6.4,7.0
2020/05/03,08:00,流心,21.5,7.1,6.8,37.8,6.4,7.1
2020/05/03,09:00,流心,22.0,7.1,7.9,38.1,7.2,7.2
2020/05/03,10:00,流心,22.3,7.1,8.2,37.3,7.4,7.3
2020/05/03,11:00,流心,22.6,7.2,8.7,37.6,8.0,7.1
2020/05/03,12:00,流心,22.8,7.2,8.6,37.3,8.0,7.5
2020/05/03,13:00,流心,23.0,7.2,8.9,37.1,8.8,7.1
2020/05/03,14:00,流心,23.1,7.2,8.8,36.4,8.4,7.6
2020/05/03,15:00,流心,23.4,7.3,9.1,36.7,9.4,7.5
2020/05/03,16:00,流心,23.0,7.3,8.9,36.6,8.4,7.6
2020/05/03,17:00,流心,22.8,7.3,8.9,36.0,8.6,7.8
2020/05/03,18:00,流心,22.4,7.4,8.6,35.3,8.0,7.6
2020/05/03,19:00,流心,22.4,7.4,8.5,34.5,8.2,7.4
2020/05/03,20:00,流心,22.0,7.4,7.9,34.7,7.6,7.4
2020/05/03,21:00,流心,22.1,7.4,7.6,35.5,7.2,7.2
2020/05/03,22:00,流心,21.6,7.3,7.1,35.3,6.4,7.7
2020/05/03,23:00,流心,21.7,7.2,7.1,35.0,6.4,7.1
2020/05/03,24:00,流心,21.4,7.1,6.7,35.8,6.0,6.9
2020/05/04,01:00,流心,21.4,7.1,6.7,35.3,5.8,7.0
2020/05/04,02:00,流心,21.0,7.1,6.3,35.3,5.6,6.8
2020/05/04,03:00,流心,21.1,7.1,6.5,34.5,6.0,6.7
2020/05/04,04:00,流心,20.6,7.0,6.2,35.0,5.6,6.9
2020/05/04,05:00,流心,20.8,7.0,6.6,34.2,5.8,6.7
2020/05/04,06:00,流心,20.4,7.0,6.3,33.8,6.0,6.5
2020/05/04,07:00,流心,20.5,7.0,6.6,32.7,6.6,6.5
2020/05/04,08:00,流心,20.2,7.0,6.8,33.0,6.6,6.4
2020/05/04,09:00,流心,20.7,7.1,7.7,32.4,7.2,6.6
2020/05/04,10:00,流心,20.9,7.1,8.1,32.4,7.6,6.4
2020/05/04,11:00,流心,21.6,7.1,8.9,31.8,8.0,6.7
2020/05/04,12:00,流心,22.0,7.2,8.9,31.7,8.2,6.7
2020/05/04,13:00,流心,22.6,7.2,9.2,30.8,9.0,6.9
2020/05/04,14:00,流心,23.3,7.3,9.1,29.7,8.8,7.0
2020/05/04,15:00,流心,23.8,7.3,9.0,30.1,9.8,6.6
2020/05/04,16:00,流心,23.7,7.3,8.9,30.1,9.2,7.0
2020/05/04,17:00,流心,23.8,7.3,8.9,30.8,9.2,7.3
2020/05/04,18:00,流心,23.6,7.3,8.4,31.6,8.6,7.2
2020/05/04,19:00,流心,23.4,7.3,8.3,31.7,8.8,6.9
2020/05/04,20:00,流心,23.0,7.2,7.5,31.7,8.0,7.2
2020/05/04,21:00,流心,22.9,7.2,7.1,31.8,7.8,6.7
2020/05/04,22:00,流心,22.8,7.1,6.5,31.4,7.2,6.8
2020/05/04,23:00,流心,22.8,7.1,6.7,31.4,6.6,6.7
2020/05/04,24:00,流心,22.4,7.1,6.2,31.2,6.4,6.6
2020/05/05,01:00,流心,22.3,7.1,6.5,30.6,6.4,6.4
2020/05/05,02:00,流心,21.8,7.0,6.1,30.8,5.8,6.4
2020/05/05,03:00,流心,21.9,7.0,6.4,31.0,6.2,6.3
2020/05/05,04:00,流心,21.4,7.0,5.9,31.0,5.8,6.7
2020/05/05,05:00,流心,21.4,7.0,6.2,31.4,6.2,6.2
2020/05/05,06:00,流心,21.2,7.0,6.1,32.1,6.4,6.4
2020/05/05,07:00,流心,21.3,7.0,6.5,31.7,7.0,6.4
2020/05/05,08:00,流心,21.4,7.0,7.1,32.2,7.2,6.5
2020/05/05,09:00,流心,21.9,7.1,8.0,32.1,8.0,6.7
2020/05/05,10:00,流心,22.4,7.1,8.3,32.3,7.8,6.8
2020/05/05,11:00,流心,23.4,7.2,8.8,31.8,9.0,6.7
2020/05/05,12:00,流心,23.9,7.1,8.6,33.0,8.8,6.8
2020/05/05,13:00,流心,24.6,7.2,8.7,33.4,9.4,7.1
2020/05/05,14:00,流心,24.9,7.2,8.6,33.5,8.8,7.2
2020/05/05,15:00,流心,25.2,7.2,8.8,34.3,9.2,7.3
2020/05/05,16:00,流心,25.2,7.2,8.6,34.4,8.8,7.1
2020/05/05,17:00,流心,25.3,7.3,8.8,34.3,9.4,7.5
2020/05/05,18:00,流心,24.8,7.3,8.5,34.0,8.8,7.1
2020/05/05,19:00,流心,24.5,7.3,8.2,33.6,8.4,7.0
2020/05/05,20:00,流心,24.0,7.2,7.5,34.0,7.8,6.9
2020/05/05,21:00,流心,24.0,7.2,7.1,33.5,7.8,7.2
2020/05/05,22:00,流心,23.4,7.2,6.4,33.7,6.6,6.4
2020/05/05,23:00,流心,23.4,7.2,6.4,33.0,7.0,6.8
2020/05/05,24:00,流心,23.0,7.1,5.8,32.9,6.4,6.5
2020/05/06,01:00,流心,22.9,7.1,6.1,32.2,6.8,6.8
2020/05/06,02:00,流心,22.4,7.1,5.7,32.7,6.2,6.3
2020/05/06,03:00,流心,22.3,7.1,5.9,32.4,7.0,6.6
2020/05/06,04:00,流心,22.1,7.0,5.6,33.1,6.4,6.4
2020/05/06,05:00,流心,22.2,7.0,5.9,32.9,6.6,6.6
2020/05/06,06:00,流心,21.7,7.0,5.5,33.4,6.6,6.6
2020/05/06,07:00,流心,21.8,7.0,5.9,33.0,7.4,7.0
2020/05/06,08:00,流心,21.5,7.0,6.0,33.0,7.4,6.9
2020/05/06,09:00,流心,21.6,7.1,6.4,32.5,8.0,7.1
2020/05/06,10:00,流心,21.6,7.1,6.4,33.0,8.0,7.1
2020/05/06,11:00,流心,21.6,7.1,6.9,33.1,9.0,7.4
2020/05/06,12:00,流心,20.8,7.1,7.1,27.1,28.0,7.4
2020/05/06,13:00,流心,20.4,7.0,7.6,23.2,40.8,9.0
2020/05/06,14:00,流心,20.4,7.0,7.3,22.8,32.4,10.3
2020/05/06,15:00,流心,20.5,7.0,7.4,24.7,33.6,9.7
2020/05/06,16:00,流心,20.5,7.0,6.6,27.2,28.6,9.5
2020/05/06,17:00,流心,20.6,7.0,6.8,27.9,31.4,8.8
2020/05/06,18:00,流心,20.5,7.0,6.7,29.4,24.0,9.3
2020/05/06,19:00,流心,20.5,7.0,7.1,27.2,26.0,8.8
2020/05/06,20:00,流心,19.6,7.0,7.2,21.8,39.2,8.7
2020/05/06,21:00,流心,19.4,7.0,7.9,17.1,59.4,9.0
2020/05/06,22:00,流心,18.9,7.0,7.7,16.1,48.6,10.5
2020/05/06,23:00,流心,18.8,7.0,8.0,17.4,43.4,10.3
2020/05/06,24:00,流心,18.4,7.0,7.8,18.5,34.0,9.2
2020/05/07,01:00,流心,18.4,7.0,8.1,19.1,32.2,8.5
2020/05/07,02:00,流心,18.0,7.0,7.9,19.2,24.6,7.8
2020/05/07,03:00,流心,17.8,7.0,8.2,18.8,25.8,7.3
2020/05/07,04:00,流心,17.4,7.0,8.1,18.8,23.8,7.0
2020/05/07,05:00,流心,17.4,7.0,8.4,19.0,25.6,6.9
2020/05/07,06:00,流心,17.0,7.0,8.4,19.1,23.8,7.0
2020/05/07,07:00,流心,17.2,7.0,8.8,19.2,24.0,6.7
2020/05/07,08:00,流心,17.0,7.0,8.9,19.1,21.4,6.5
2020/05/07,09:00,流心,17.6,7.1,9.3,19.2,22.4,6.3
2020/05/07,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/07,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/07,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/07,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/05/07,14:00,流心,20.4,7.2,9.2,21.1,20.8,5.4
2020/05/07,15:00,流心,21.2,7.2,9.0,22.6,20.2,5.4
2020/05/07,16:00,流心,21.4,7.2,8.9,23.6,19.0,5.6
2020/05/07,17:00,流心,21.7,7.2,8.7,24.9,18.6,5.8
2020/05/07,18:00,流心,21.2,7.2,8.4,25.1,17.0,5.9
2020/05/07,19:00,流心,20.9,7.2,8.2,25.3,16.6,6.0
